longitude,latitude,code_postal,province,erreurs
63.683585,0.0,"","12","Latitude hors Canada; Longitude hors Canada"
-79.416485,,"","35","Latitude manquante"
73.288107,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-64.109775,0.0,"","13","Latitude hors Canada"
-79.45908,,"","35","Latitude manquante"
-78.124621,,"","24","Latitude manquante"
,43.209695,"","35","Longitude manquante"
-66.073301,,"","13","Latitude manquante"
73.351395,45.577915,"","24","Longitude hors Canada"
-98.108952,0.0,"","46","Latitude hors Canada"
-0.0,-44.094662,"","35","Latitude hors Canada; Longitude hors Canada"
79.871845,44.751599,"","35","Longitude hors Canada"
-0.0,-44.769843,"","12","Latitude hors Canada; Longitude hors Canada"
79.709316,44.418494,"","35","Longitude hors Canada"
-0.0,43.452456,"","35","Longitude hors Canada"
,0.0,"","48","Latitude hors Canada; Longitude manquante"
,45.438125,"","24","Longitude manquante"
77.289129,45.898015,"","35","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,43.738909,"","35","Longitude hors Canada"
-82.955536,,"","35","Latitude manquante"
-97.087157,-50.011052,"","46","Latitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
113.500132,53.492774,"","48","Longitude hors Canada"
-79.243771,,"","35","Latitude manquante"
,0.0,"","59","Latitude hors Canada; Longitude manquante"
-0.0,-46.740684,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-57.952112,-48.942996,"","10","Latitude hors Canada"
60.197036,46.143851,"","12","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-97.140921,,"","46","Latitude manquante"
74.346742,-45.653493,"","24","Latitude hors Canada; Longitude hors Canada"
78.334121,-44.278742,"","35","Latitude hors Canada; Longitude hors Canada"
,49.250981,"","59","Longitude manquante"
80.700523,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,48.410117,"","24","Longitude manquante"
,43.463251,"","35","Longitude manquante"
-97.10066,,"","46","Latitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,45.473879,"","24","Longitude hors Canada"
,49.808142,"","46","Longitude manquante"
113.371882,0.0,"","48","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.472294,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","47","Latitude manquante; Longitude manquante"
-80.46527,0.0,"","35","Latitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-75.645583,-45.424417,"","35","Latitude hors Canada"
,49.154628,"","59","Longitude manquante"
53.040361,,"","10","Latitude manquante; Longitude hors Canada"
-0.0,,"","24","Latitude manquante; Longitude hors Canada"
,53.709515,"","48","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,43.340829,"","35","Longitude manquante"
-0.0,45.430863,"","24","Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,-43.821745,"","35","Latitude hors Canada; Longitude hors Canada"
71.262404,46.71798,"","24","Longitude hors Canada"
-63.484088,,"","12","Latitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
78.94387,-43.871007,"","35","Latitude hors Canada; Longitude hors Canada"
74.136554,45.254339,"","24","Longitude hors Canada"
-122.519939,,"","59","Latitude manquante"
,45.357533,"","35","Longitude manquante"
-79.958811,,"","35","Latitude manquante"
-0.0,43.629829,"","35","Longitude hors Canada"
,45.406613,"","35","Longitude manquante"
-0.0,,"","59","Latitude manquante; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,43.791613,"","35","Longitude manquante"
-79.447214,,"","35","Latitude manquante"
74.179228,,"","24","Latitude manquante; Longitude hors Canada"
-122.468635,0.0,"","59","Latitude hors Canada"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,43.905793,"","35","Longitude manquante"
122.331199,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,51.223999,"","47","Longitude manquante"
-123.398059,,"","59","Latitude manquante"
,-43.444332,"","35","Latitude hors Canada; Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,45.359384,"","24","Longitude manquante"
,48.596215,"","24","Longitude manquante"
64.788384,46.145593,"","13","Longitude hors Canada"
,45.318901,"","13","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,-43.706415,"","35","Latitude hors Canada; Longitude hors Canada"
,45.597277,"","12","Longitude manquante"
-73.576276,,"","24","Latitude manquante"
,48.150213,"","35","Longitude manquante"
,-49.249929,"","59","Latitude hors Canada; Longitude manquante"
114.205779,51.11054,"","48","Longitude hors Canada"
-0.0,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
,45.873248,"","24","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,43.804773,"","35","Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-74.760793,,"","35","Latitude manquante"
-64.867449,,"","13","Latitude manquante"
-57.982496,,"","10","Latitude manquante"
,45.579991,"","24","Longitude manquante"
-122.965638,-49.316932,"","59","Latitude hors Canada"
,48.431915,"","24","Longitude manquante"
-74.283137,,"","24","Latitude manquante"
-0.0,-47.534885,"","10","Latitude hors Canada; Longitude hors Canada"
,50.500837,"","47","Longitude manquante"
,49.23673,"","46","Longitude manquante"
,42.991934,"","35","Longitude manquante"
73.631335,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
79.165966,,"","35","Latitude manquante; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
,48.399833,"","24","Longitude manquante"
-79.301734,-43.755557,"","35","Latitude hors Canada"
-0.0,-46.770339,"","24","Latitude hors Canada; Longitude hors Canada"
,45.524577,"","24","Longitude manquante"
,-51.046178,"","48","Latitude hors Canada; Longitude manquante"
,46.246426,"","11","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-44.249896,"","35","Latitude hors Canada; Longitude hors Canada"
121.941389,-49.171463,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
65.313816,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-0.0,-45.532633,"","24","Latitude hors Canada; Longitude hors Canada"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,45.183105,"","13","Longitude hors Canada"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
,45.504286,"","24","Longitude manquante"
-71.236585,,"","24","Latitude manquante"
,,"","46","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","12","Latitude manquante; Longitude manquante"
,43.638924,"","35","Longitude manquante"
-73.462409,-45.442483,"","24","Latitude hors Canada"
52.791208,,"","10","Latitude manquante; Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,45.034069,"","35","Longitude manquante"
,45.484115,"","24","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,-45.481528,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","13","Latitude manquante; Longitude manquante"
81.195428,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
122.799846,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
-79.697315,,"","35","Latitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
-0.0,0.0,"","10","Latitude hors Canada; Longitude hors Canada"
-112.792185,,"","48","Latitude manquante"
73.547496,45.528863,"","24","Longitude hors Canada"
84.373057,46.538717,"","35","Longitude hors Canada"
-113.568334,,"","48","Latitude manquante"
-124.913817,,"","59","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-0.0,45.271509,"","35","Longitude hors Canada"
-74.11066,0.0,"","24","Latitude hors Canada"
-79.258772,,"","35","Latitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
-0.0,47.442964,"","24","Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,-50.207529,"","24","Latitude hors Canada; Longitude manquante"
,-45.57867,"","24","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,43.638583,"","35","Longitude manquante"
,0.0,"","35","Latitude hors Canada; Longitude manquante"
75.645909,45.382608,"","35","Longitude hors Canada"
,43.444396,"","35","Longitude manquante"
,46.15908,"","13","Longitude manquante"
,,"","48","Latitude manquante; Longitude manquante"
64.504029,-45.075805,"","12","Latitude hors Canada; Longitude hors Canada"
,45.904594,"","24","Longitude manquante"
-0.0,,"","48","Latitude manquante; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
-65.89082,0.0,"","13","Latitude hors Canada"
73.651448,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
122.848764,49.188027,"","59","Longitude hors Canada"
-0.0,-46.085755,"","13","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
81.019649,-44.149159,"","35","Latitude hors Canada; Longitude hors Canada"
-114.079986,0.0,"","48","Latitude hors Canada"
-0.0,48.398036,"","24","Longitude hors Canada"
,-46.454529,"","24","Latitude hors Canada; Longitude manquante"
,48.154848,"","10","Longitude manquante"
-79.300903,-43.855631,"","35","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-119.277283,-50.272345,"","59","Latitude hors Canada"
-0.0,,"","10","Latitude manquante; Longitude hors Canada"
-73.643671,0.0,"","24","Latitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-0.0,49.221074,"","59","Longitude hors Canada"
-75.685268,,"","24","Latitude manquante"
-79.705299,-44.347897,"","35","Latitude hors Canada"
-64.522178,,"","12","Latitude manquante"
-80.97647,-43.372601,"","35","Latitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-0.0,-49.277097,"","59","Latitude hors Canada; Longitude hors Canada"
122.953648,0.0,"","59","Latitude hors Canada; Longitude hors Canada"
,53.551764,"","48","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
79.905904,-43.207538,"","35","Latitude hors Canada; Longitude hors Canada"
,43.767721,"","35","Longitude manquante"
-0.0,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
122.900801,-49.133067,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-122.911426,-49.128394,"","59","Latitude hors Canada"
79.440349,-43.650307,"","35","Latitude hors Canada; Longitude hors Canada"
125.247373,49.989547,"","59","Longitude hors Canada"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-73.638557,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
-67.520541,-48.849605,"","24","Latitude hors Canada"
-80.154824,,"","35","Latitude manquante"
,-43.764488,"","35","Latitude hors Canada; Longitude manquante"
,50.031006,"","48","Longitude manquante"
-0.0,42.943428,"","35","Longitude hors Canada"
-0.0,50.396569,"","47","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-106.658148,-52.115772,"","47","Latitude hors Canada"
,,"","47","Latitude manquante; Longitude manquante"
-0.0,-46.856234,"","24","Latitude hors Canada; Longitude hors Canada"
-117.646574,,"","59","Latitude manquante"
,,"","47","Latitude manquante; Longitude manquante"
-0.0,-49.20163,"","59","Latitude hors Canada; Longitude hors Canada"
-65.511443,0.0,"","13","Latitude hors Canada"
,45.227618,"","13","Longitude manquante"
-0.0,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,43.184479,"","35","Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,-50.462845,"","47","Latitude hors Canada; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,-43.734563,"","35","Latitude hors Canada; Longitude manquante"
-73.644438,-45.556246,"","24","Latitude hors Canada"
-0.0,-54.137171,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
,46.521312,"","35","Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-64.807051,-46.043706,"","13","Latitude hors Canada"
-120.343436,0.0,"","59","Latitude hors Canada"
,43.454869,"","35","Longitude manquante"
73.590829,0.0,"","24","Latitude hors Canada; Longitude hors Canada"
122.870944,-49.10046,"","59","Latitude hors Canada; Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
,-49.854669,"","59","Latitude hors Canada; Longitude manquante"
,45.541623,"","24","Longitude manquante"
79.356502,0.0,"","35","Latitude hors Canada; Longitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
,,"","24","Latitude manquante; Longitude manquante"
-79.702531,-43.472262,"","35","Latitude hors Canada"
-73.759237,,"","24","Latitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,-43.875885,"","35","Latitude hors Canada; Longitude manquante"
-0.0,42.969323,"","35","Longitude hors Canada"
,45.672411,"","24","Longitude manquante"
,-47.143662,"","13","Latitude hors Canada; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
,,"","35","Latitude manquante; Longitude manquante"
,,"","59","Latitude manquante; Longitude manquante"
97.07547,0.0,"","46","Latitude hors Canada; Longitude hors Canada"
79.491306,,"","35","Latitude manquante; Longitude hors Canada"
,45.870469,"","24","Longitude manquante"
-80.301346,,"","35","Latitude manquante"
75.477128,45.481999,"","35","Longitude hors Canada"
,42.944151,"","35","Longitude manquante"
66.665949,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
73.712596,,"","24","Latitude manquante; Longitude hors Canada"
-67.769422,,"","13","Latitude manquante"
73.646975,45.542095,"","24","Longitude hors Canada"
,,"","24","Latitude manquante; Longitude manquante"
-73.756312,0.0,"","24","Latitude hors Canada"
-0.0,-49.69158,"","48","Latitude hors Canada; Longitude hors Canada"
,,"","48","Latitude manquante; Longitude manquante"
-82.984162,,"","35","Latitude manquante"
,49.83555,"","46","Longitude manquante"
-0.0,0.0,"","13","Latitude hors Canada; Longitude hors Canada"
-71.363466,,"","24","Latitude manquante"
-117.663649,,"","59","Latitude manquante"
-79.679309,,"","35","Latitude manquante"
,43.890073,"","35","Longitude manquante"
,,"","13","Latitude manquante; Longitude manquante"
,48.431132,"","59","Longitude manquante"
,42.845095,"","35","Longitude manquante"
,49.980271,"","46","Longitude manquante"
-79.738826,,"","35","Latitude manquante"
-0.0,,"","35","Latitude manquante; Longitude hors Canada"
,50.703476,"","59","Longitude manquante"
-123.306655,-48.440086,"","59","Latitude hors Canada"
,,"","35","Latitude manquante; Longitude manquante"
